timestamp,latitude,longitude,speed,rel_north,rel_east,rel_down,heading
2026-05-10 13:40:05,37.9008713333,-97.66418,0.004629996,0.0,0.0,0,1.76477
2026-05-10 13:40:06,37.9008713333,-97.66418,0.00514444,0.0,0.0,0,1.76299
2026-05-10 13:40:07,37.9008713333,-97.6641798333,0.0056588839999999994,-4.45615864577611e-11,0.014661359013405005,0,2.46943
2026-05-10 13:40:08,37.9008713333,-97.66418,0.031895528,0.0,0.0,0,2.3776
2026-05-10 13:40:09,37.9008773333,-97.6641795,0.889473676,0.665967609484108,0.04397527630862939,0,4.77721
2026-05-10 13:40:10,37.900888,-97.6641785,1.2588444680000002,1.8499137301010113,0.1319258094232292,0,6.6091
2026-05-10 13:40:11,37.9008983333,-97.6641776667,1.12920458,2.9968542525823203,0.20521496469300918,0,5.05106
2026-05-10 13:40:12,37.900908,-97.664176,0.974356936,4.069805779730318,0.35180206209089604,0,8.43386
2026-05-10 13:40:13,37.9009156667,-97.6641745,0.9136525440000001,4.920768104610322,0.48372778571341274,0,2.12327
2026-05-10 13:40:14,37.9009245,-97.6641738333,0.983102484,5.901216730070859,0.542364323264369,0,3.82052
2026-05-10 13:40:15,37.9009355,-97.664175,1.2917688840000001,7.122157355197084,0.4397524142965045,0,356.19496
2026-05-10 13:40:16,37.900947,-97.6641756667,1.197111188,8.398595285954478,0.38111576728104746,0,0.42922
2026-05-10 13:40:17,37.9009583333,-97.6641763333,1.2583300240000002,9.656530419793938,0.32248793515564955,0,1.31685
2026-05-10 13:40:18,37.90097,-97.6641756667,1.3241788559999998,10.951471162088477,0.3811156487789078,0,3.63244
2026-05-10 13:40:19,37.9009813333,-97.6641753333,1.24238226,12.20940630446442,0.41043826450742427,0,8.27283
2026-05-10 13:40:20,37.9009905,-97.6641728333,1.108112376,13.226860553139538,0.6303142564863538,0,36.59559
2026-05-10 13:40:21,37.9009978333,-97.6641638333,1.234151156,14.040817380889298,1.4218678708142118,0,60.1963
2026-05-10 13:40:22,37.901003,-97.6641526667,1.141551236,14.614293431342851,2.403974734224582,0,71.50147
2026-05-10 13:40:23,37.9010063333,-97.6641396667,1.2089434000000001,14.98427215999771,3.547329806845238,0,81.85521
2026-05-10 13:40:24,37.9010083333,-97.6641253333,1.3102888680000002,15.206262010159247,4.807957916173627,0,82.00115
2026-05-10 13:40:25,37.9010098333,-97.6641121667,1.1009101600000002,15.372754677053205,5.965965482202393,0,91.7185
2026-05-10 13:40:26,37.9010095,-97.6641013333,1.002651356,15.335760922853328,6.918767314314549,0,118.1831
2026-05-10 13:40:27,37.9010043333,-97.6640916667,1.118401256,14.762285863757587,7.768949141181354,0,145.26718
2026-05-10 13:40:28,37.9009956667,-97.6640845,1.143609012,13.800340648213028,8.399264264782307,0,160.83836
2026-05-10 13:40:29,37.9009858333,-97.66408,1.14978234,12.708886725429496,8.795042285548806,0,172.4639
2026-05-10 13:40:30,37.9009745,-97.6640785,1.288167776,11.450951724978424,8.926969288160677,0,176.11914
2026-05-10 13:40:31,37.9009628333,-97.664077,1.328808852,10.15601112968993,9.058896372032832,0,175.9161
2026-05-10 13:40:32,37.9009516667,-97.6640753333,1.255757804,8.916578956550866,9.205484778336494,0,177.0336
2026-05-10 13:40:33,37.9009406667,-97.6640745,1.237752264,7.695638405593942,9.278775281382218,0,183.277
2026-05-10 13:40:34,37.9009291667,-97.6640745,1.22952116,6.419200472482036,9.278776725272412,0,180.06544
2026-05-10 13:40:35,37.900918,-97.664074,1.2058567359999999,5.179757093180662,9.322753379138486,0,176.1674
2026-05-10 13:40:36,37.9009076667,-97.6640723333,1.110684596,4.03281673588078,9.469341807559424,0,179.6539
2026-05-10 13:40:37,37.9008986667,-97.664073,1.024772448,3.033865248379337,9.410706343842534,0,204.2763
2026-05-10 13:40:38,37.9008903333,-97.6640786667,1.043292432,2.108902275477793,8.912318100451278,0,230.5782
2026-05-10 13:40:39,37.9008838333,-97.6640888333,1.2094578440000001,1.387436439123968,8.01816088125168,0,250.6622
2026-05-10 13:40:40,37.9008801667,-97.6641006667,1.10348238,0.9804626810315286,6.977407257731699,0,266.16198
2026-05-10 13:40:41,37.9008791667,-97.6641141667,1.149267896,0.8694671555365248,5.790074928727464,0,269.84466
2026-05-10 13:40:42,37.900879,-97.6641273333,1.189394528,0.8509636202402223,4.632065230610964,0,273.15908
2026-05-10 13:40:43,37.9008786667,-97.6641393333,0.970755828,0.8139685913851038,3.5766586471156177,0,271.95368
2026-05-10 13:40:44,37.9008786667,-97.664148,0.536050648,0.8139682946113835,2.8144176130996303,0,271.59186
2026-05-10 13:40:45,37.9008788333,-97.6641485,0.09054214399999999,0.8324599794000475,2.770442331437282,0,271.18328
2026-05-10 13:40:46,37.9008788333,-97.6641476667,0.07202216,0.8324600042195368,2.843731524577433,0,271.203
